City,Household_Size,Seasonal_Index,Garden_Area,Avg_Rainfall,Household_Income,Previous_Day_Usage,City_Population,Daily_Water_Used,Avg_Water_Table,Suitability
Lucknow,1.0,0.9,17.0,1000.0,116000.0,269.92,4500000.0,270.3,800.0,Suitable
Hyderabad,5.0,1.277,27.8,850.0,90300.0,,10000000.0,238.115,680.0,
Ahmedabad,6.0,0.61,122.3,600.0,100000.0,138.53,8000000.0,138.3,480.0,Suitable
Delhi,3.0,1.421,120.317,800.0,62600.0,178.979,19000000.0,181.3,640.0,Suitable
Lucknow,2.0,0.78,142.24,1000.0,107300.0,226.941,,226.783,800.0,Suitable
Bangalore,1.0,0.781,191.52,900.0,143800.0,253.5,12000000.0,258.233,720.0,Suitable
Pune,1.0,1.4,49.2,650.0,140000.0,149.8,7300000.0,155.1,,Suitable
Chennai,4.0,0.5,115.459,1400.0,112300.0,,11000000.0,184.3,1120.0,Suitable
Ahmedabad,1.0,1.38,194.2,600.0,108900.0,297.95,8000000.0,289.2,480.0,Suitable
Bangalore,6.0,1.288,83.58,900.0,124200.0,273.775,12000000.0,270.7,720.0,Suitable
Kolkata,2.0,0.561,130.688,1600.0,91900.0,116.246,14800000.0,114.096,1280.0,Suitable
Bangalore,4.0,1.2,11.704,900.0,55600.0,103.6,12000000.0,104.1,,Suitable
Pune,2.0,1.1,66.703,650.0,105800.0,185.95,7300000.0,191.8,520.0,Suitable
Kolkata,4.0,0.99,115.818,1600.0,147500.0,230.7,14800000.0,227.924,1280.0,Suitable
Ahmedabad,8.0,0.53,887.3777885023399,,596000.0,756.7837937951779,8000000.0,954.3779090589335,,Suitable
Pune,4.0,1.29,50.3,650.0,130100.0,111.95,7300000.0,118.0,520.0,Suitable
Mumbai,6.0,1.062,36.97,2200.0,118000.0,,20400000.0,229.1,1760.0,Suitable
Chennai,6.0,1.116,176.2,1400.0,85900.0,105.7,11000000.0,108.46,1120.0,Suitable
Ahmedabad,2.0,0.58,193.184,600.0,80600.0,287.2,8000000.0,286.8,480.0,
Mumbai,2.0,0.66,199.3,,98600.0,247.5,20400000.0,238.706,1760.0,Suitable
Lucknow,6.0,1.18,107.2,1000.0,100100.0,110.83,4500000.0,112.12,800.0,Suitable
Ahmedabad,4.0,0.8,175.071,600.0,37300.0,274.51,8000000.0,273.2,480.0,Suitable
Lucknow,2.0,0.7,34.66,1000.0,145900.0,268.4,4500000.0,269.58,800.0,Suitable
Kolkata,5.0,1.06,56.9,1600.0,37600.0,202.696,14800000.0,203.06,1280.0,Suitable
Mumbai,5.0,1.37,163.63,2200.0,30500.0,210.08,20400000.0,213.0,1760.0,Suitable
Chennai,3.0,1.368,192.69,1400.0,110100.0,190.36,11000000.0,192.56,1120.0,Suitable
Pune,5.0,1.49,98.82,650.0,120900.0,180.657,7300000.0,185.537,520.0,Suitable
Jaipur,4.0,,34.1,550.0,90900.0,123.871,3500000.0,128.9,440.0,Suitable
Bangalore,3.0,0.61,15.0,900.0,25100.0,208.145,12000000.0,209.003,720.0,Suitable
Delhi,2.0,0.78,97.7,800.0,137800.0,129.455,19000000.0,134.7,640.0,Suitable
Chennai,3.0,0.8,150.91,,45000.0,187.133,11000000.0,186.6,1120.0,Suitable
Mumbai,6.0,0.89,156.1,2200.0,94300.0,298.69,,306.5,1760.0,Suitable
Jaipur,4.0,1.4,22.9,550.0,102900.0,111.4,3500000.0,106.0,440.0,Suitable
Chennai,4.0,1.4,62.78,1400.0,,180.425,11000000.0,178.3,1120.0,Suitable
Mumbai,1.0,1.0,52.639,2200.0,42800.0,110.14,20400000.0,113.0,1760.0,Suitable
Hyderabad,5.0,1.08,196.0,,,284.9,10000000.0,283.46,680.0,Suitable
Hyderabad,5.0,0.8,198.2,850.0,47700.0,208.2,10000000.0,215.82,680.0,Suitable
Lucknow,3.0,0.709,164.89,1000.0,30800.0,109.72,4500000.0,106.236,800.0,Suitable
Chennai,6.0,1.098,178.8,1400.0,125300.0,114.2,11000000.0,127.67,1120.0,Suitable
Hyderabad,3.0,0.506,191.1,850.0,66800.0,271.58,10000000.0,277.46,680.0,Suitable
Mumbai,5.0,0.633,116.3,2200.0,20800.0,177.904,20400000.0,180.3,1760.0,Suitable
Lucknow,4.0,1.4,,1000.0,37500.0,137.7,4500000.0,137.12,800.0,Suitable
Mumbai,2.0,1.429,185.593,2200.0,105900.0,215.4,20400000.0,218.98,1760.0,
Lucknow,6.0,0.81,62.957,1000.0,77100.0,239.39,4500000.0,238.14,800.0,
Chennai,,0.9,176.924,1400.0,105500.0,222.641,11000000.0,,1120.0,Suitable
Jaipur,2.0,1.3,124.178,550.0,114400.0,202.3,3500000.0,211.77,440.0,Suitable
Pune,6.0,1.0,193.033,650.0,121000.0,160.969,7300000.0,161.495,520.0,Suitable
Ahmedabad,6.0,1.274,17.492,600.0,123600.0,214.06,8000000.0,210.13,480.0,Suitable
Jaipur,1.0,1.413,,550.0,135100.0,124.866,3500000.0,128.25,,Suitable
Kolkata,3.0,1.156,60.4,1600.0,96100.0,244.84,14800000.0,242.69,1280.0,Suitable
Mumbai,1.0,1.0,81.5,2200.0,102800.0,216.93,20400000.0,215.9,1760.0,Suitable
Kolkata,4.0,1.2,199.0,1600.0,109700.0,231.27,14800000.0,225.07,1280.0,Suitable
Jaipur,3.0,0.75,93.775,550.0,120300.0,186.978,3500000.0,181.777,440.0,Suitable
Lucknow,1.0,1.079,127.5,1000.0,99600.0,115.842,4500000.0,106.89,800.0,Suitable
Ahmedabad,2.0,1.4,31.452,600.0,102100.0,229.2,8000000.0,223.13,480.0,Suitable
Ahmedabad,1.0,0.9,12.42,600.0,119600.0,185.773,8000000.0,185.08,480.0,Suitable
Delhi,1.0,0.9,197.294,800.0,112400.0,298.13,19000000.0,297.2,640.0,Suitable
Ahmedabad,4.0,0.7,58.53,600.0,33700.0,204.0,8000000.0,201.611,480.0,Suitable
Pune,,0.5,115.38,,,100.4,7300000.0,103.2,520.0,Suitable
Ahmedabad,3.0,1.084,95.154,600.0,28300.0,286.055,8000000.0,280.1,480.0,Suitable
Jaipur,3.0,1.5,105.432,550.0,111000.0,251.63,3500000.0,247.46,440.0,Suitable
Delhi,6.0,1.493,86.358,800.0,139800.0,208.288,19000000.0,215.69,640.0,Suitable
Jaipur,1.0,0.642,184.98,550.0,145700.0,,,234.197,440.0,Suitable
Jaipur,3.0,,676.6304377596583,550.0,397600.0,584.4902069871985,3500000.0,469.36078767280856,440.0,Suitable
Bangalore,4.0,1.4,,900.0,38400.0,169.02,12000000.0,161.691,720.0,Suitable
Delhi,2.0,0.565,90.8,800.0,87800.0,224.23,19000000.0,225.9,640.0,Suitable
Jaipur,4.0,1.36,78.5,550.0,113500.0,240.901,3500000.0,232.09,440.0,Suitable
Bangalore,2.0,1.28,78.0,900.0,65600.0,297.535,12000000.0,301.6,,Suitable
Bangalore,,1.3,160.19,900.0,111500.0,222.74,12000000.0,216.23,720.0,Suitable
Delhi,1.0,0.5,102.12,800.0,96900.0,270.269,19000000.0,267.7,640.0,Suitable
Kolkata,3.0,0.6,192.04,1600.0,92500.0,229.756,14800000.0,222.39,1280.0,Suitable
Lucknow,1.0,,111.89,1000.0,,282.082,4500000.0,279.228,800.0,Suitable
Pune,5.0,0.91,86.278,650.0,88100.0,236.1,7300000.0,231.12,520.0,Suitable
Lucknow,,0.817,104.309,1000.0,113800.0,242.568,4500000.0,245.7,800.0,Suitable
Ahmedabad,18.0,1.4,401.0877140212915,600.0,854700.0,1276.4567042985252,8000000.0,787.728856239514,480.0,Suitable
Pune,4.0,0.869,189.674,650.0,108700.0,167.7,7300000.0,164.8,520.0,Suitable
Ahmedabad,1.0,1.0,40.3,600.0,137000.0,224.02,8000000.0,223.8,480.0,Suitable
Jaipur,6.0,0.67,195.441,550.0,101000.0,,3500000.0,257.9,440.0,Suitable
Mumbai,6.0,1.05,102.6,2200.0,126000.0,243.23,,235.9,1760.0,Suitable
Delhi,2.0,1.43,14.4,800.0,65900.0,155.63,19000000.0,149.474,640.0,Suitable
Pune,4.0,0.892,11.122,650.0,126700.0,140.64,7300000.0,143.354,520.0,Suitable
Pune,5.0,1.24,,650.0,35700.0,255.42,7300000.0,258.52,520.0,Suitable
Jaipur,5.0,0.64,155.6,550.0,35800.0,196.5,3500000.0,199.07,440.0,Suitable
Kolkata,4.0,0.76,12.666,1600.0,86800.0,223.308,14800000.0,225.6,1280.0,Suitable
Bangalore,6.0,1.296,,900.0,84900.0,275.461,12000000.0,269.81,720.0,Suitable
Jaipur,5.0,0.984,42.74,550.0,88400.0,100.37,3500000.0,99.4,440.0,
Hyderabad,4.0,0.88,167.7,850.0,109600.0,113.4,10000000.0,110.28,680.0,Suitable
Bangalore,4.0,1.385,154.0,900.0,49500.0,148.52,12000000.0,140.53,720.0,
Delhi,4.0,1.341,196.34,800.0,122200.0,,19000000.0,266.47,640.0,Suitable
Bangalore,3.0,1.4,44.3,900.0,39200.0,276.26,12000000.0,273.846,720.0,Suitable
Kolkata,6.0,1.019,120.66,1600.0,108100.0,252.819,14800000.0,259.7,1280.0,Suitable
Bangalore,1.0,1.3,86.09,900.0,101400.0,238.2,12000000.0,241.531,,Suitable
Delhi,6.0,0.9,86.72,800.0,149900.0,165.66,19000000.0,171.768,,Suitable
Kolkata,5.0,0.62,41.717,1600.0,141300.0,188.9,14800000.0,195.17,1280.0,Suitable
Lucknow,6.0,0.71,193.4,1000.0,63800.0,143.91,4500000.0,138.589,800.0,Suitable
Pune,5.0,1.2,,650.0,144400.0,208.294,7300000.0,209.0,520.0,Suitable
Pune,5.0,0.792,28.947,,143500.0,214.0,7300000.0,221.231,520.0,Suitable
Ahmedabad,4.0,0.56,161.59,600.0,149100.0,167.109,8000000.0,,480.0,Suitable
Lucknow,4.0,0.6,106.05,1000.0,95900.0,271.4,,270.4,800.0,Suitable
Lucknow,1.0,1.178,141.3,1000.0,28000.0,135.161,4500000.0,130.9,800.0,Suitable
Bangalore,3.0,0.566,161.5,,38200.0,145.602,12000000.0,145.0,720.0,Suitable
Pune,4.0,1.39,110.77,650.0,49200.0,275.2,7300000.0,264.4,520.0,Suitable
Delhi,,0.53,29.1,800.0,138500.0,155.5,,155.1,640.0,Suitable
Chennai,,1.289,,1400.0,41600.0,152.284,11000000.0,,1120.0,Suitable
Chennai,5.0,1.2,,1400.0,93000.0,184.5,11000000.0,175.2,1120.0,Suitable
Kolkata,4.0,0.7,158.307,1600.0,82700.0,280.1,14800000.0,273.665,1280.0,Suitable
Pune,5.0,,25.679,650.0,21100.0,274.9,7300000.0,274.926,520.0,Suitable
Pune,1.0,0.95,56.175,650.0,109000.0,231.35,7300000.0,230.513,520.0,Suitable
Chennai,1.0,0.617,96.7,1400.0,113100.0,194.3,11000000.0,187.9,1120.0,Suitable
Pune,3.0,1.258,159.03,650.0,138500.0,142.64,7300000.0,142.4,520.0,Suitable
Bangalore,1.0,1.29,60.27,900.0,131400.0,246.17,12000000.0,256.7,720.0,Suitable
Hyderabad,3.0,1.02,10.3,850.0,57600.0,124.022,10000000.0,126.5,680.0,
Mumbai,3.0,1.2,81.6,2200.0,130900.0,226.0,20400000.0,222.728,1760.0,Suitable
Lucknow,3.0,1.373,169.54,1000.0,45900.0,205.381,4500000.0,193.0,,Suitable
Ahmedabad,4.0,1.08,,600.0,97000.0,156.3,8000000.0,158.03,480.0,Suitable
Kolkata,3.0,1.4,39.712,,26600.0,107.96,14800000.0,,1280.0,
Hyderabad,2.0,1.36,148.459,850.0,36300.0,217.726,10000000.0,217.9,680.0,Suitable
Chennai,4.0,0.6,73.045,1400.0,126000.0,183.246,11000000.0,191.571,1120.0,Suitable
Lucknow,6.0,0.7,86.779,1000.0,25800.0,275.77,4500000.0,275.9,800.0,Suitable
Pune,6.0,1.38,190.012,650.0,58100.0,128.0,7300000.0,115.56,520.0,Suitable
Ahmedabad,6.0,,96.9,600.0,98200.0,160.66,8000000.0,165.48,480.0,Suitable
Pune,2.0,1.3,175.8,650.0,58100.0,189.6,7300000.0,179.89,520.0,Suitable
Delhi,2.0,1.234,147.789,800.0,84500.0,117.44,19000000.0,114.559,640.0,Suitable
Delhi,4.0,1.43,66.366,800.0,141500.0,219.14,19000000.0,229.8,640.0,Suitable
Ahmedabad,1.0,1.304,84.22,600.0,44100.0,290.2,8000000.0,295.75,480.0,
Ahmedabad,,1.11,43.507,600.0,127100.0,222.567,8000000.0,226.155,480.0,Suitable
Chennai,2.0,0.7,155.81,1400.0,41100.0,142.4,11000000.0,146.0,1120.0,Suitable
Ahmedabad,6.0,1.3,58.41,600.0,80500.0,,8000000.0,187.3,480.0,Suitable
Bangalore,3.0,0.79,71.741,900.0,106700.0,270.62,12000000.0,268.201,720.0,Suitable
Pune,3.0,0.965,73.964,650.0,71700.0,244.9,7300000.0,239.5,520.0,Suitable
Hyderabad,2.0,0.6,129.9,850.0,50700.0,226.4,10000000.0,224.2,680.0,Suitable
Jaipur,3.0,1.2,194.561,550.0,43600.0,186.09,3500000.0,195.007,440.0,Suitable
Ahmedabad,3.0,0.584,112.26,600.0,140100.0,240.684,8000000.0,242.194,480.0,Suitable
Kolkata,6.0,0.8,83.84,1600.0,126000.0,106.642,14800000.0,99.04,1280.0,Suitable
Delhi,5.0,0.53,92.293,800.0,141500.0,169.4,19000000.0,168.7,,Suitable
Bangalore,3.0,1.27,56.1,900.0,94200.0,117.46,12000000.0,111.51,720.0,Suitable
Lucknow,6.0,1.129,147.8,1000.0,87800.0,185.31,4500000.0,182.54,800.0,Suitable
Jaipur,1.0,0.85,145.92,550.0,50300.0,242.8,3500000.0,253.363,440.0,Suitable
Hyderabad,6.0,0.601,23.0,850.0,36800.0,174.9,10000000.0,174.0,680.0,Suitable
Jaipur,1.0,1.1,127.13,550.0,27500.0,190.83,3500000.0,189.601,440.0,Suitable
Ahmedabad,3.0,,141.592,600.0,117600.0,253.27,,,480.0,Suitable
Chennai,1.0,1.1,129.237,1400.0,,258.5,11000000.0,262.9,1120.0,Suitable
Delhi,3.0,1.139,179.58,800.0,110100.0,,19000000.0,214.5,640.0,Suitable
Delhi,6.0,0.84,32.1,800.0,147000.0,112.7,,110.323,640.0,Suitable
Lucknow,4.0,0.7,66.54,1000.0,37800.0,218.04,4500000.0,,800.0,
Chennai,5.0,0.9,26.94,1400.0,121300.0,236.722,11000000.0,233.52,1120.0,Suitable
Pune,2.0,0.7,56.4,650.0,38100.0,225.72,7300000.0,232.3,520.0,Suitable
Mumbai,5.0,1.412,97.2,2200.0,116400.0,180.39,20400000.0,178.581,1760.0,Suitable
Bangalore,3.0,0.7,153.169,900.0,110800.0,111.632,12000000.0,106.6,720.0,Suitable
Delhi,3.0,0.85,181.16,800.0,22000.0,255.4,19000000.0,260.4,640.0,
Kolkata,3.0,,154.15,1600.0,137100.0,180.392,14800000.0,173.01,1280.0,Suitable
Delhi,4.0,0.7,109.3,800.0,132400.0,261.76,19000000.0,257.9,640.0,Suitable
Jaipur,1.0,1.159,38.776,550.0,99800.0,157.09,3500000.0,155.145,440.0,Suitable
Delhi,4.0,1.3,90.1,,50000.0,236.38,19000000.0,233.659,640.0,Suitable
Delhi,6.0,1.161,125.41,800.0,81200.0,199.95,19000000.0,190.755,640.0,Suitable
Mumbai,3.0,1.457,109.3,,84600.0,203.91,20400000.0,212.56,1760.0,Suitable
Mumbai,,1.34,50.59,2200.0,128000.0,247.1,20400000.0,239.8,1760.0,Suitable
Hyderabad,5.0,0.9,95.84,850.0,117700.0,279.618,10000000.0,278.06,680.0,Suitable
Pune,1.0,,,650.0,100500.0,278.53,7300000.0,283.85,520.0,Suitable
Kolkata,2.0,0.9,182.0,1600.0,,111.548,14800000.0,109.646,,Suitable
Delhi,6.0,0.99,80.8,800.0,141700.0,269.4,19000000.0,273.51,640.0,Suitable
Delhi,5.0,1.22,118.57,800.0,57100.0,110.344,19000000.0,104.46,640.0,Suitable
Bangalore,6.0,1.213,115.73,900.0,29300.0,295.9,12000000.0,295.264,720.0,Suitable
Mumbai,3.0,0.7,179.6,2200.0,90800.0,185.9,20400000.0,,1760.0,Suitable
Kolkata,4.0,1.27,20.6,1600.0,140600.0,237.1,14800000.0,231.234,1280.0,Suitable
Lucknow,5.0,0.6,156.6,1000.0,38100.0,238.233,4500000.0,236.3,800.0,Suitable
Hyderabad,4.0,1.3,45.1,850.0,103300.0,157.787,10000000.0,162.74,680.0,Suitable
Pune,6.0,0.775,110.681,650.0,69800.0,146.726,7300000.0,144.123,520.0,Suitable
Chennai,4.0,1.175,40.7,1400.0,60600.0,266.729,11000000.0,263.08,1120.0,Suitable
Pune,2.0,0.99,181.458,650.0,23400.0,201.0,7300000.0,209.82,520.0,Suitable
Jaipur,1.0,0.751,164.1,550.0,71700.0,241.9,3500000.0,240.222,440.0,Suitable
Delhi,2.0,1.071,105.2,800.0,90500.0,294.186,19000000.0,288.43,640.0,Suitable
Hyderabad,1.0,0.706,138.432,850.0,46400.0,268.1,,271.6,680.0,Suitable
Jaipur,6.0,0.936,197.2,550.0,134700.0,281.2,3500000.0,282.67,,Suitable
Kolkata,5.0,1.378,120.1,1600.0,127300.0,263.507,14800000.0,266.322,1280.0,Suitable
Chennai,1.0,0.811,97.64,1400.0,75300.0,172.3,,173.92,1120.0,Suitable
Mumbai,,1.489,168.45,2200.0,,222.4,20400000.0,218.827,1760.0,Suitable
Hyderabad,3.0,0.6,33.6,850.0,94900.0,,,173.8,680.0,Suitable
Hyderabad,4.0,1.0,,850.0,57500.0,246.26,10000000.0,239.93,680.0,
Delhi,3.0,0.56,71.1,800.0,121300.0,128.01,19000000.0,127.5,640.0,Suitable
Ahmedabad,2.0,1.4,,600.0,122900.0,130.498,8000000.0,140.018,480.0,Suitable
Hyderabad,1.0,1.0,165.833,850.0,138900.0,242.2,10000000.0,248.4,680.0,Suitable
Bangalore,,0.91,139.3,900.0,76700.0,163.3,12000000.0,168.2,720.0,Suitable
Chennai,2.0,1.2,189.67,1400.0,134900.0,209.5,11000000.0,,1120.0,Suitable
Chennai,4.0,0.8,119.96,1400.0,43300.0,196.51,11000000.0,198.495,1120.0,Suitable
Bangalore,3.0,0.79,180.0,900.0,47600.0,191.53,,193.222,720.0,Suitable
Lucknow,3.0,1.2,124.6,1000.0,141600.0,146.11,4500000.0,146.869,800.0,Suitable
Bangalore,6.0,0.6,161.03,,106600.0,,12000000.0,276.9,,Suitable
Bangalore,4.0,,163.0,900.0,27100.0,,12000000.0,102.8,720.0,Suitable
Chennai,4.0,0.692,75.5,1400.0,43500.0,292.82,11000000.0,291.893,1120.0,Suitable
Pune,3.0,0.559,84.648,650.0,112600.0,208.8,7300000.0,218.883,520.0,Suitable
Chennai,3.0,,67.8,1400.0,126500.0,172.218,11000000.0,171.733,1120.0,Suitable
Ahmedabad,4.0,0.912,74.9,600.0,78500.0,203.998,8000000.0,197.2,480.0,Suitable
Delhi,6.0,1.477,197.1,800.0,146900.0,225.8,19000000.0,226.8,640.0,Suitable
Jaipur,1.0,,119.226,550.0,43900.0,131.91,3500000.0,126.6,440.0,Suitable
Pune,1.0,1.0,193.6,650.0,118400.0,296.182,7300000.0,303.998,520.0,Suitable
Mumbai,1.0,0.62,173.0,2200.0,117900.0,196.344,20400000.0,192.95,1760.0,Suitable
Jaipur,1.0,1.02,128.5,550.0,42700.0,154.6,3500000.0,155.79,440.0,Suitable
Delhi,,0.7,69.46,800.0,35900.0,152.182,19000000.0,147.0,640.0,Suitable
Ahmedabad,3.0,1.09,193.1,600.0,136900.0,261.7,8000000.0,263.7,480.0,Suitable
Ahmedabad,1.0,,140.2,600.0,38600.0,175.0,8000000.0,175.9,,Suitable
Mumbai,6.0,1.4,171.892,2200.0,142300.0,163.45,20400000.0,161.59,1760.0,Suitable
Pune,2.0,0.9,12.693,,142500.0,126.398,7300000.0,129.276,520.0,Suitable
Lucknow,2.0,0.9,126.92,1000.0,64900.0,161.03,4500000.0,163.645,800.0,Suitable
Bangalore,2.0,1.14,121.182,900.0,103200.0,273.682,12000000.0,277.169,720.0,Suitable
Pune,4.0,0.5,67.6,650.0,66600.0,141.92,7300000.0,136.843,520.0,Suitable
Lucknow,3.0,0.983,53.29,1000.0,90900.0,241.854,4500000.0,,800.0,Suitable
Ahmedabad,4.0,1.36,54.6,600.0,30800.0,142.2,8000000.0,147.5,480.0,Suitable
Chennai,,1.5,37.35,1400.0,34500.0,130.491,11000000.0,121.683,1120.0,Suitable
Delhi,3.0,1.4,139.1,800.0,140000.0,101.16,19000000.0,106.94,640.0,Suitable
Mumbai,4.0,0.8,48.347,2200.0,131300.0,262.714,20400000.0,263.45,1760.0,Suitable
Delhi,1.0,1.263,187.84,800.0,31300.0,232.172,19000000.0,232.991,640.0,Suitable
Kolkata,6.0,0.92,140.97,1600.0,134300.0,217.4,,221.17,1280.0,Suitable
Kolkata,2.0,0.813,91.436,1600.0,37300.0,278.0,14800000.0,285.63,1280.0,Suitable
Pune,5.0,1.2,70.33,,141000.0,226.973,7300000.0,225.3,520.0,Suitable
Ahmedabad,4.0,1.208,105.6,600.0,28500.0,271.71,8000000.0,265.413,480.0,Suitable
Ahmedabad,2.0,1.44,105.613,600.0,107400.0,200.7,8000000.0,198.02,480.0,Suitable
Bangalore,2.0,1.074,113.3,900.0,59800.0,242.0,12000000.0,241.105,,Suitable
Bangalore,1.0,1.259,80.757,900.0,71800.0,174.923,,173.55,720.0,Suitable
Bangalore,3.0,0.975,43.11,900.0,143900.0,205.6,12000000.0,202.0,720.0,Suitable
Chennai,5.0,0.8,199.62,1400.0,99300.0,264.4,11000000.0,261.8,1120.0,Suitable
Jaipur,6.0,1.0,10.395,550.0,143100.0,260.856,,249.0,440.0,Suitable
Hyderabad,2.0,0.99,118.5,850.0,93100.0,164.2,10000000.0,159.765,680.0,Suitable
Jaipur,1.0,,195.5,550.0,54700.0,152.09,3500000.0,152.3,440.0,Suitable
Delhi,2.0,0.8,169.464,800.0,49700.0,154.5,19000000.0,160.5,640.0,
Jaipur,5.0,1.13,90.13,550.0,57600.0,144.5,3500000.0,149.49,440.0,Suitable
Chennai,2.0,1.248,47.949,1400.0,88700.0,186.1,11000000.0,189.0,1120.0,Suitable
Delhi,6.0,,21.285,800.0,21100.0,177.1,19000000.0,172.7,640.0,Suitable
Jaipur,1.0,0.589,147.0,550.0,43200.0,171.58,3500000.0,178.0,440.0,Suitable
Chennai,1.0,0.767,108.7,1400.0,39600.0,210.032,11000000.0,199.15,1120.0,Suitable
Hyderabad,4.0,0.57,,850.0,43400.0,167.52,10000000.0,173.096,680.0,Suitable
Jaipur,6.0,0.6,148.629,550.0,100700.0,268.76,3500000.0,264.0,440.0,Suitable
Chennai,3.0,,85.419,1400.0,54200.0,150.29,11000000.0,148.87,1120.0,Suitable
Bangalore,3.0,1.238,26.11,900.0,34500.0,178.846,12000000.0,182.2,720.0,Suitable
Ahmedabad,1.0,0.7,128.9,600.0,39000.0,255.47,8000000.0,251.76,480.0,Suitable
Bangalore,1.0,0.64,180.4,900.0,32600.0,244.19,12000000.0,243.356,720.0,Suitable
Ahmedabad,1.0,1.2,174.6,600.0,80300.0,242.806,8000000.0,244.07,480.0,Suitable
Mumbai,2.0,1.042,118.489,2200.0,70700.0,116.576,20400000.0,116.838,1760.0,Suitable
Mumbai,1.0,,185.03,2200.0,54900.0,263.69,20400000.0,263.1,1760.0,Suitable
Mumbai,5.0,0.627,174.147,2200.0,121800.0,132.324,20400000.0,127.2,1760.0,Suitable
Hyderabad,1.0,1.399,167.87,850.0,38700.0,264.39,10000000.0,264.833,680.0,
Bangalore,6.0,1.3,107.92,900.0,82400.0,278.46,12000000.0,280.2,720.0,Suitable
Ahmedabad,4.0,0.58,72.685,600.0,93800.0,129.7,8000000.0,134.55,480.0,Suitable
Chennai,4.0,1.2,107.1,1400.0,24600.0,182.421,11000000.0,178.7,1120.0,
Delhi,1.0,0.849,184.7,800.0,112900.0,246.4,19000000.0,250.1,640.0,Suitable
Chennai,1.0,1.0,177.717,1400.0,107000.0,236.5,11000000.0,235.0,1120.0,Suitable
Delhi,1.0,1.36,,800.0,36200.0,132.67,19000000.0,138.72,640.0,Suitable
Kolkata,6.0,0.53,182.4,1600.0,36100.0,175.201,14800000.0,176.6,1280.0,Suitable
Chennai,4.0,0.99,161.62,1400.0,21700.0,154.539,11000000.0,154.1,1120.0,Suitable
Jaipur,4.0,0.723,194.5,550.0,110600.0,109.546,3500000.0,111.768,440.0,Suitable
Jaipur,3.0,1.142,112.83,550.0,110100.0,266.1,3500000.0,266.73,440.0,Suitable
Pune,2.0,1.0,78.168,650.0,56300.0,239.607,7300000.0,232.096,520.0,Suitable
Bangalore,5.0,0.509,77.8,900.0,73500.0,119.59,12000000.0,110.0,720.0,Suitable
Delhi,3.0,1.2,52.9,800.0,116300.0,111.2,19000000.0,114.202,640.0,Suitable
Delhi,1.0,0.52,100.52,800.0,88300.0,130.91,19000000.0,137.18,,Suitable
Bangalore,4.0,0.8,75.0,900.0,86200.0,114.6,,117.155,720.0,Suitable
Hyderabad,3.0,1.15,100.034,850.0,,128.907,10000000.0,135.7,680.0,Suitable
Pune,,1.0,89.1,650.0,44500.0,209.99,7300000.0,204.423,,Suitable
Hyderabad,5.0,1.46,39.84,850.0,48800.0,139.5,10000000.0,138.8,680.0,Suitable
Hyderabad,2.0,1.0,154.87,850.0,139700.0,178.6,10000000.0,182.45,680.0,Suitable
Hyderabad,5.0,0.8,,850.0,109900.0,128.5,10000000.0,122.625,680.0,Suitable
